Source,Target,Type,Weight,book
Velerad,Geralt,Undirected,1,1
Geralt,Foltest,Undirected,5,1
Foltest,Geralt,Undirected,4,1
Adda,Geralt,Undirected,1,1
Geralt,Ostrit,Undirected,4,1
Ostrit,Geralt,Undirected,5,1
Ostrit,Foltest,Undirected,1,1
Ostrit,Velerad,Undirected,1,1
Foltest,Velerad,Undirected,1,1
Foltest,Adda,Undirected,1,1
Geralt,Adda,Undirected,2,1
Foltest,Two,Undirected,1,1
Yennefer,Nenneke,Undirected,2,1
Nenneke,Geralt,Undirected,12,1
Geralt,Nenneke,Undirected,12,1
Geralt,Iola,Undirected,4,1
Nenneke,Iola,Undirected,8,1
Roach,Geralt,Undirected,3,1
Two,Geralt,Undirected,2,1
Geralt,Roach,Undirected,4,1
Geralt,Nivellen,Undirected,14,1
Nivellen,Geralt,Undirected,11,1
Fenne,Geralt,Undirected,1,1
Geralt,Fenne,Undirected,1,1
Asse,Geralt,Undirected,2,1
Roach,Vereena,Undirected,2,1
Vereena,Geralt,Undirected,4,1
Vereena,Nivellen,Undirected,2,1
Hereward,Nenneke,Undirected,5,1
Hereward,Geralt,Undirected,4,1
Nenneke,Hereward,Undirected,4,1
Geralt,Hereward,Undirected,3,1
Nenneke,Falwick,Undirected,4,1
Falwick,Nenneke,Undirected,6,1
Geralt,Falwick,Undirected,5,1
Hereward,Falwick,Undirected,3,1
Falwick,Geralt,Undirected,3,1
Falwick,Hereward,Undirected,2,1
Geralt,Caldemeyn,Undirected,4,1
Caldemeyn,Geralt,Undirected,9,1
Stregobor,Count,Undirected,1,1
Stregobor,Geralt,Undirected,4,1
Geralt,Eltibald,Undirected,1,1
Stregobor,Fredefalk,Undirected,2,1
Geralt,Fredefalk,Undirected,2,1
Fredefalk,Geralt,Undirected,1,1
Geralt,Stregobor,Undirected,8,1
Fredefalk,Renfri,Undirected,2,1
Renfri,Fredefalk,Undirected,2,1
Nohorn,Geralt,Undirected,1,1
Nohorn,Tavik,Undirected,1,1
Civril,Tavik,Undirected,3,1
Tavik,Fifteen,Undirected,1,1
Fifteen,Tavik,Undirected,1,1
Civril,Renfri,Undirected,4,1
Renfri,Civril,Undirected,1,1
Renfri,Tavik,Undirected,1,1
Tavik,Renfri,Undirected,1,1
Tavik,Caldemeyn,Undirected,1,1
Renfri,Caldemeyn,Undirected,3,1
Caldemeyn,Renfri,Undirected,2,1
Geralt,Renfri,Undirected,11,1
Renfri,Audoen,Undirected,3,1
Audoen,Caldemeyn,Undirected,2,1
Geralt,Libushe,Undirected,1,1
Libushe,Geralt,Undirected,2,1
Renfri,Stregobor,Undirected,4,1
Geralt,Audoen,Undirected,2,1
Stregobor,Audoen,Undirected,1,1
Stregobor,Renfri,Undirected,8,1
Audoen,Renfri,Undirected,2,1
Renfri,Geralt,Undirected,8,1
Nohorn,Fifteen,Undirected,1,1
Nohorn,Civril,Undirected,1,1
Fifteen,Civril,Undirected,3,1
Baron,Civril,Undirected,1,1
Caldemeyn,Stregobor,Undirected,1,1
Stregobor,Baron,Undirected,1,1
Caldemeyn,Audoen,Undirected,1,1
Audoen,Geralt,Undirected,1,1
Civril,Fifteen,Undirected,1,1
Civril,Geralt,Undirected,1,1
Fifteen,Nohorn,Undirected,1,1
Iola,Geralt,Undirected,1,1
Yennefer,Iola,Undirected,1,1
Geralt,Haxo,Undirected,2,1
Haxo,Pavetta,Undirected,4,1
Haxo,Calanthe,Undirected,1,1
Pavetta,Calanthe,Undirected,9,1
Calanthe,Geralt,Undirected,17,1
Haxo,Geralt,Undirected,3,1
Geralt,Rainfarn,Undirected,1,1
Rainfarn,Windhalm,Undirected,4,1
Calanthe,Eist,Undirected,8,1
Calanthe,Pavetta,Undirected,12,1
Eist,Pavetta,Undirected,2,1
Eist,Calanthe,Undirected,7,1
Pavetta,Eist,Undirected,3,1
Eist,Crach,Undirected,3,1
Crach,Eist,Undirected,3,1
Crach,Draig,Undirected,2,1
Crach,Calanthe,Undirected,1,1
Draig,Calanthe,Undirected,2,1
Draig,Eist,Undirected,1,1
Calanthe,Drogodar,Undirected,1,1
Eist,Drogodar,Undirected,1,1
Eist,Vissegerd,Undirected,3,1
Drogodar,Vissegerd,Undirected,2,1
Geralt,Drogodar,Undirected,1,1
Draig,Geralt,Undirected,2,1
Geralt,Calanthe,Undirected,5,1
Calanthe,Draig,Undirected,1,1
Ravix,Haxo,Undirected,2,1
Pavetta,Vissegerd,Undirected,1,1
Vissegerd,Geralt,Undirected,3,1
Crach,Geralt,Undirected,1,1
Eist,Geralt,Undirected,3,1
Haxo,Mousesack,Undirected,2,1
Geralt,Mousesack,Undirected,10,1
Mousesack,Crach,Undirected,3,1
Mousesack,Draig,Undirected,2,1
Mousesack,Calanthe,Undirected,2,1
Roegner,Geralt,Undirected,2,1
Geralt,Pavetta,Undirected,4,1
Calanthe,Roegner,Undirected,2,1
Roegner,Calanthe,Undirected,4,1
Pavetta,Crach,Undirected,2,1
Crach,Vissegerd,Undirected,1,1
Vissegerd,Pavetta,Undirected,1,1
Pavetta,Geralt,Undirected,6,1
Geralt,Eist,Undirected,2,1
Draig,Rainfarn,Undirected,1,1
Pavetta,Roegner,Undirected,2,1
Roegner,Pavetta,Undirected,1,1
Pavetta,Mousesack,Undirected,5,1
Calanthe,Sir,Undirected,1,1
Sir,Rumplestelt,Undirected,1,1
Rumplestelt,Calanthe,Undirected,2,1
Baron,Calanthe,Undirected,1,1
Geralt,Roegner,Undirected,1,1
Geralt,Crach,Undirected,2,1
Crach,Rainfarn,Undirected,4,1
Rainfarn,Calanthe,Undirected,4,1
Rainfarn,Crach,Undirected,1,1
Calanthe,Crach,Undirected,2,1
Rainfarn,Pavetta,Undirected,2,1
Rainfarn,Eist,Undirected,1,1
Windhalm,Calanthe,Undirected,1,1
Windhalm,Pavetta,Undirected,1,1
Windhalm,Eist,Undirected,1,1
Pavetta,Rainfarn,Undirected,2,1
Eist,Mousesack,Undirected,2,1
Crach,Drogodar,Undirected,1,1
Drogodar,Geralt,Undirected,1,1
Crach,Mousesack,Undirected,1,1
Mousesack,Geralt,Undirected,1,1
Mousesack,Pavetta,Undirected,2,1
Pavetta,Draig,Undirected,1,1
Calanthe,Rainfarn,Undirected,1,1
Rainfarn,Mousesack,Undirected,1,1
Akerspaark,Roegner,Undirected,1,1
Rainfarn,Geralt,Undirected,1,1
Nettly,Geralt,Undirected,2,1
Geralt,Nettly,Undirected,3,1
Geralt,Dhun,Undirected,7,1
Dhun,Geralt,Undirected,3,1
Dhun,Nettly,Undirected,4,1
Nettly,Dhun,Undirected,3,1
Lille,Dhun,Undirected,2,1
Dhun,Lille,Undirected,3,1
Lille,Geralt,Undirected,6,1
Geralt,Lille,Undirected,6,1
Nettly,Lille,Undirected,2,1
Geralt,Little,Undirected,1,1
Torque,Galarr,Undirected,3,1
Galarr,Geralt,Undirected,3,1
Geralt,Galarr,Undirected,3,1
Galarr,Torque,Undirected,1,1
Geralt,Torque,Undirected,6,1
Aen,Geralt,Undirected,2,1
Aen,Vanadain,Undirected,1,1
Geralt,Vanadain,Undirected,2,1
Geralt,Toruviel,Undirected,7,1
Vanadain,Toruviel,Undirected,1,1
Vanadain,Geralt,Undirected,2,1
Toruviel,Geralt,Undirected,5,1
Toruviel,Torque,Undirected,1,1
Toruviel,Vanadain,Undirected,1,1
Toruviel,Galarr,Undirected,1,1
Torque,Vanadain,Undirected,1,1
Vanadain,Galarr,Undirected,1,1
Torque,Toruviel,Undirected,2,1
Torque,Geralt,Undirected,3,1
Filavandrel,Geralt,Undirected,3,1
Geralt,Filavandrel,Undirected,5,1
Filavandrel,Toruviel,Undirected,5,1
Toruviel,Filavandrel,Undirected,4,1
Filavandrel,Torque,Undirected,2,1
Filavandrel,Aen,Undirected,1,1
Toruviel,Aen,Undirected,1,1
Filavandrel,Lille,Undirected,2,1
Lille,Field,Undirected,1,1
Field,Filavandrel,Undirected,1,1
Toruviel,Lille,Undirected,1,1
Torque,Field,Undirected,1,1
Torque,Lille,Undirected,1,1
Nenneke,Yennefer,Undirected,1,1
Geralt,Yennefer,Undirected,22,1
King,Geralt,Undirected,1,1
Chireadan,Errdil,Undirected,2,1
Chireadan,Vratimir,Undirected,2,1
Chireadan,Geralt,Undirected,15,1
Errdil,Vratimir,Undirected,3,1
Errdil,Geralt,Undirected,3,1
Vratimir,Geralt,Undirected,3,1
Geralt,Vratimir,Undirected,2,1
Geralt,Chireadan,Undirected,9,1
Vratimir,Chireadan,Undirected,1,1
Geralt,King,Undirected,1,1
Errdil,Chireadan,Undirected,5,1
Geralt,Beau,Undirected,4,1
Beau,Chireadan,Undirected,3,1
Yennefer,Geralt,Undirected,23,1
Geralt,Triss,Undirected,1,1
Triss,Beau,Undirected,1,1
Two,Yennefer,Undirected,1,1
Yennefer,Errdil,Undirected,3,1
Errdil,Yennefer,Undirected,1,1
Vratimir,Yennefer,Undirected,2,1
Chireadan,Yennefer,Undirected,7,1
Yennefer,Beau,Undirected,1,1
Yennefer,Chireadan,Undirected,3,1
Beau,Yennefer,Undirected,1,1
Geralt,Sir,Undirected,1,1
Geralt,Laurelnose,Undirected,3,1
Chireadan,Laurelnose,Undirected,1,1
Laurelnose,Yennefer,Undirected,1,1
Laurelnose,Chireadan,Undirected,1,1
Laurelnose,Geralt,Undirected,2,1
Yennefer,Laurelnose,Undirected,1,1
Laurelnose,Neville,Undirected,1,1
Neville,Yennefer,Undirected,1,1
Geralt,Neville,Undirected,2,1
Neville,Geralt,Undirected,1,1
Neville,Laurelnose,Undirected,1,1
Yennefer,Neville,Undirected,1,1
Geralt,Eskel,Undirected,1,1
Geralt,Vesemir,Undirected,1,1
Eskel,Vesemir,Undirected,1,1
Eskel,Errdil,Undirected,1,1
Vesemir,Errdil,Undirected,1,1
Neville,Chireadan,Undirected,1,1
Neville,Errdil,Undirected,1,1
Chireadan,Neville,Undirected,1,1
Geralt,Dennis,Undirected,3,1
Dennis,Geralt,Undirected,3,1
Falwick,Dennis,Undirected,1,1
Falwick,Count,Undirected,2,1
Dennis,Count,Undirected,2,1
Dennis,Falwick,Undirected,1,1
Geralt,Count,Undirected,1,1
Nenneke,Count,Undirected,1,1
Count,Dennis,Undirected,1,1
Count,Geralt,Undirected,1,1
Iola,Nenneke,Undirected,1,1
Yennefer,Geralt,Undirected,25,2
Istredd,Geralt,Undirected,24,2
Istredd,Yennefer,Undirected,10,2
Geralt,Yennefer,Undirected,7,2
Yennefer,Istredd,Undirected,4,2
Geralt,Herbolth,Undirected,15,2
Herbolth,Geralt,Undirected,12,2
Geralt,Seven,Undirected,1,2
Herbolth,Seven,Undirected,1,2
Seven,Sir,Undirected,1,2
Sir,Herbolth,Undirected,1,2
Istredd,Herbolth,Undirected,5,2
Herbolth,Istredd,Undirected,2,2
Geralt,Istredd,Undirected,24,2
Istredd,Beau,Undirected,1,2
Yennefer,Beau,Undirected,1,2
Beau,Istredd,Undirected,1,2
Vespula,Dandelion,Undirected,3,2
Vespula,Geralt,Undirected,4,2
Dandelion,Geralt,Undirected,74,2
Geralt,Dandelion,Undirected,88,2
Dandelion,Gar,Undirected,2,2
Geralt,Gar,Undirected,1,2
Gar,Dandelion,Undirected,2,2
Geralt,Dudu,Undirected,10,2
Dandelion,Dudu,Undirected,3,2
Dudu,Geralt,Undirected,4,2
Vimme,Dandelion,Undirected,4,2
Dandelion,Vimme,Undirected,3,2
Geralt,Vimme,Undirected,1,2
Vimme,Geralt,Undirected,2,2
Dandelion,Vespula,Undirected,4,2
Dudu,Dandelion,Undirected,1,2
Dandelion,Little,Undirected,6,2
Dandelion,Sword,Undirected,4,2
Little,Sword,Undirected,1,2
Little,Geralt,Undirected,9,2
Sword,Geralt,Undirected,2,2
Geralt,Agloval,Undirected,12,2
Agloval,Geralt,Undirected,11,2
Dandelion,Teleri,Undirected,2,2
Geralt,Teleri,Undirected,1,2
Geralt,Essi,Undirected,29,2
Teleri,Geralt,Undirected,1,2
Teleri,Dandelion,Undirected,1,2
Teleri,Essi,Undirected,1,2
Dandelion,Essi,Undirected,11,2
Essi,Geralt,Undirected,23,2
Essi,Dandelion,Undirected,7,2
Little,Dandelion,Undirected,7,2
Geralt,Little,Undirected,3,2
Little,Agloval,Undirected,4,2
Little,Essi,Undirected,4,2
Agloval,Essi,Undirected,12,2
Agloval,Dandelion,Undirected,3,2
Dandelion,Duke,Undirected,1,2
Geralt,Duke,Undirected,3,2
Duke,Dandelion,Undirected,1,2
Duke,Geralt,Undirected,3,2
Geralt,Zelest,Undirected,5,2
Dandelion,Zelest,Undirected,2,2
Dandelion,Agloval,Undirected,3,2
Zelest,Agloval,Undirected,4,2
Agloval,Zelest,Undirected,2,2
Zelest,Geralt,Undirected,7,2
Zelest,Duke,Undirected,2,2
Duke,Agloval,Undirected,2,2
Agloval,Duke,Undirected,1,2
Dandelion,Veverka,Undirected,2,2
Veverka,Dandelion,Undirected,1,2
Essi,Little,Undirected,5,2
Yennefer,Dandelion,Undirected,2,2
Dandelion,Yennefer,Undirected,1,2
Essi,Agloval,Undirected,9,2
Agloval,Little,Undirected,3,2
Essi,Yennefer,Undirected,1,2
Duke,Zelest,Undirected,1,2
Dandelion,Braenn,Undirected,2,2
Sword,Braenn,Undirected,1,2
Braenn,Geralt,Undirected,18,2
Geralt,Freixenet,Undirected,15,2
Freixenet,Geralt,Undirected,12,2
Geralt,Eithné,Undirected,13,2
Eithné,Geralt,Undirected,18,2
Geralt,Braenn,Undirected,17,2
Braenn,Ciri,Undirected,10,2
Geralt,Ciri,Undirected,35,2
Ciri,Braenn,Undirected,13,2
Ciri,Sir,Undirected,2,2
Braenn,Sir,Undirected,2,2
Sir,Freixenet,Undirected,2,2
Braenn,Eithné,Undirected,7,2
Eithné,Braenn,Undirected,7,2
Ciri,Geralt,Undirected,18,2
Eithné,Ciri,Undirected,10,2
Ciri,Eithné,Undirected,9,2
Geralt,Aen,Undirected,1,2
Aen,Braenn,Undirected,2,2
Aen,Geralt,Undirected,1,2
Ciri,Freixenet,Undirected,6,2
Braenn,Freixenet,Undirected,1,2
Freixenet,Ciri,Undirected,7,2
Eithné,Venzlav,Undirected,2,2
Geralt,Venzlav,Undirected,6,2
Venzlav,Eithné,Undirected,1,2
Venzlav,Freixenet,Undirected,4,2
Eithné,Freixenet,Undirected,1,2
Freixenet,Eithné,Undirected,1,2
Venzlav,Geralt,Undirected,2,2
Freixenet,Braenn,Undirected,1,2
Yennefer,Eithné,Undirected,1,2
Eithné,Calanthe,Undirected,1,2
Geralt,Calanthe,Undirected,21,2
Calanthe,Eithné,Undirected,2,2
Ciri,Pavetta,Undirected,2,2
Pavetta,Ciri,Undirected,2,2
Two,Ciri,Undirected,1,2
Ciri,Guy,Undirected,1,2
Braenn,Mousesack,Undirected,1,2
Calanthe,Ciri,Undirected,1,2
Calanthe,Mousesack,Undirected,4,2
Ciri,Mousesack,Undirected,2,2
Mousesack,Ciri,Undirected,3,2
Geralt,Mousesack,Undirected,12,2
Mousesack,Geralt,Undirected,8,2
Yurga,King,Undirected,3,2
King,Yurga,Undirected,2,2
Yurga,Sir,Undirected,1,2
Sir,Yurga,Undirected,2,2
Yurga,Yennefer,Undirected,1,2
Yennefer,Yurga,Undirected,1,2
Geralt,King,Undirected,1,2
King,Geralt,Undirected,3,2
Geralt,Yurga,Undirected,27,2
Yurga,Mousesack,Undirected,1,2
Mousesack,Calanthe,Undirected,5,2
Calanthe,Geralt,Undirected,22,2
Calanthe,Pavetta,Undirected,6,2
Geralt,Pavetta,Undirected,4,2
Pavetta,Calanthe,Undirected,8,2
Pavetta,Geralt,Undirected,8,2
Yurga,Visenna,Undirected,2,2
Visenna,Geralt,Undirected,17,2
Geralt,Visenna,Undirected,10,2
Visenna,Yurga,Undirected,2,2
Yurga,Geralt,Undirected,21,2
Geralt,Triss,Undirected,1,2
Yurga,Triss,Undirected,1,2
Triss,Geralt,Undirected,2,2
Geralt,Roach,Undirected,2,2
Yurga,Roach,Undirected,1,2
Roach,Yurga,Undirected,2,2
Roach,Dandelion,Undirected,3,2
Roach,Geralt,Undirected,2,2
Dandelion,Calanthe,Undirected,4,2
Calanthe,Dandelion,Undirected,1,2
Ciri,Dandelion,Undirected,1,2
Yurga,Ciri,Undirected,5,2
Ciri,Yurga,Undirected,2,2
Ciri,Geralt,Undirected,58,3
Geralt,Ciri,Undirected,48,3
Baron,Dandelion,Undirected,3,3
Dandelion,Geralt,Undirected,13,3
Dandelion,Yennefer,Undirected,11,3
Geralt,Yennefer,Undirected,19,3
Geralt,Dandelion,Undirected,16,3
Yennefer,Dandelion,Undirected,8,3
Yennefer,Geralt,Undirected,20,3
Dandelion,Baron,Undirected,2,3
Geralt,Baron,Undirected,1,3
Dandelion,Sheldon,Undirected,2,3
Dandelion,Donimir,Undirected,1,3
Sheldon,Donimir,Undirected,2,3
Donimir,Sheldon,Undirected,1,3
Donimir,Two,Undirected,1,3
Two,Dandelion,Undirected,3,3
Calanthe,Dandelion,Undirected,1,3
Dandelion,Calanthe,Undirected,2,3
Sheldon,Baron,Undirected,1,3
Sheldon,Dandelion,Undirected,2,3
Baron,Sheldon,Undirected,1,3
Little,Dandelion,Undirected,1,3
Dandelion,Rience,Undirected,19,3
Rience,Dandelion,Undirected,29,3
Ciri,Dandelion,Undirected,4,3
Rience,Ciri,Undirected,1,3
Dandelion,Ciri,Undirected,2,3
Ciri,Rience,Undirected,1,3
Rience,Geralt,Undirected,20,3
Dandelion,Sir,Undirected,1,3
Sir,Rience,Undirected,1,3
Sir,Dandelion,Undirected,1,3
Rience,Yennefer,Undirected,5,3
King,Dandelion,Undirected,4,3
Yennefer,Calanthe,Undirected,2,3
Geralt,Calanthe,Undirected,1,3
Calanthe,Geralt,Undirected,3,3
Calanthe,Rience,Undirected,1,3
Geralt,Rience,Undirected,10,3
Yennefer,Rience,Undirected,1,3
Ciri,Yennefer,Undirected,68,3
Ciri,Roach,Undirected,2,3
Eskel,Ciri,Undirected,5,3
Ciri,Eskel,Undirected,5,3
Eskel,Roach,Undirected,2,3
Roach,Ciri,Undirected,1,3
Roach,Eskel,Undirected,1,3
Ciri,Lambert,Undirected,14,3
Lambert,Ciri,Undirected,14,3
Ciri,Vesemir,Undirected,11,3
Vesemir,Geralt,Undirected,9,3
Triss,Ciri,Undirected,64,3
Ciri,Triss,Undirected,68,3
Geralt,Triss,Undirected,44,3
Triss,Geralt,Undirected,34,3
Triss,Lambert,Undirected,6,3
Lambert,Vesemir,Undirected,4,3
Vesemir,Ciri,Undirected,15,3
Lambert,Triss,Undirected,8,3
Triss,Vesemir,Undirected,14,3
Vesemir,Triss,Undirected,9,3
Vesemir,Lambert,Undirected,4,3
Lambert,Geralt,Undirected,6,3
Triss,Yennefer,Undirected,8,3
Yennefer,Triss,Undirected,3,3
Ciri,Two,Undirected,3,3
Ciri,Calanthe,Undirected,5,3
Vesemir,Eskel,Undirected,1,3
Eskel,Triss,Undirected,4,3
Triss,Eskel,Undirected,4,3
Eskel,Vesemir,Undirected,2,3
Eskel,Geralt,Undirected,2,3
Geralt,Vesemir,Undirected,5,3
Nenneke,Ciri,Undirected,16,3
Ciri,Vanielle,Undirected,1,3
Triss,Vanielle,Undirected,1,3
Vanielle,Ciri,Undirected,1,3
Yennefer,Ciri,Undirected,56,3
Geralt,Ori,Undirected,1,3
Ciri,Ori,Undirected,1,3
Ori,Ciri,Undirected,1,3
Beau,Ciri,Undirected,1,3
Eskel,Lambert,Undirected,1,3
Geralt,Eskel,Undirected,1,3
Calanthe,Ciri,Undirected,2,3
Yennefer,Vanielle,Undirected,1,3
Vanielle,Yennefer,Undirected,1,3
Vanielle,Geralt,Undirected,1,3
Two,Ciri,Undirected,1,3
Two,Triss,Undirected,1,3
Triss,Forest,Undirected,1,3
Forest,Geralt,Undirected,1,3
Geralt,Yarpen,Undirected,8,3
Yarpen,Geralt,Undirected,14,3
Triss,Yarpen,Undirected,7,3
Yarpen,Ciri,Undirected,12,3
Ciri,Yarpen,Undirected,24,3
Triss,King,Undirected,1,3
Ciri,King,Undirected,2,3
King,Geralt,Undirected,3,3
Xavier,Yarpen,Undirected,1,3
Xavier,Regan,Undirected,1,3
Yarpen,Regan,Undirected,1,3
Yannick,Yarpen,Undirected,1,3
Paulie,Xavier,Undirected,1,3
Xavier,Paulie,Undirected,1,3
Paulie,Yannick,Undirected,1,3
Yannick,Ciri,Undirected,1,3
Yennefer,Yarpen,Undirected,1,3
Regan,Yarpen,Undirected,1,3
Yarpen,Triss,Undirected,3,3
King,Yarpen,Undirected,2,3
Yannick,Paulie,Undirected,1,3
Paulie,Yarpen,Undirected,3,3
Paulie,Triss,Undirected,1,3
King,Henselt,Undirected,2,3
King,Ciri,Undirected,1,3
Henselt,Ciri,Undirected,1,3
Ciri,Aelirenn,Undirected,5,3
Aelirenn,Ciri,Undirected,2,3
Aelirenn,Yarpen,Undirected,1,3
Yarpen,Aelirenn,Undirected,1,3
Ciri,Yannick,Undirected,2,3
Yarpen,Yannick,Undirected,1,3
Ciri,Regan,Undirected,2,3
Regan,Ciri,Undirected,2,3
Ciri,Paulie,Undirected,5,3
Paulie,Ciri,Undirected,3,3
Ciri,Sword,Undirected,1,3
Paulie,Sword,Undirected,1,3
Sword,Paulie,Undirected,2,3
Yannick,Regan,Undirected,1,3
Everett,Geralt,Undirected,11,3
Everett,Ciri,Undirected,1,3
Ciri,Iola,Undirected,6,3
Nenneke,Geralt,Undirected,4,3
Nenneke,Beau,Undirected,1,3
Geralt,Beau,Undirected,1,3
Geralt,Nenneke,Undirected,4,3
Beau,Nenneke,Undirected,1,3
Beau,Geralt,Undirected,1,3
Beau,Iola,Undirected,1,3
Nenneke,Iola,Undirected,2,3
Geralt,Iola,Undirected,2,3
Ciri,Nenneke,Undirected,12,3
Geralt,Everett,Undirected,6,3
Everett,Foltest,Undirected,1,3
Geralt,Foltest,Undirected,1,3
Geralt,King,Undirected,3,3
Everett,Dandelion,Undirected,1,3
Dandelion,Two,Undirected,3,3
Dandelion,Shani,Undirected,9,3
Shani,Dandelion,Undirected,8,3
Shani,Two,Undirected,1,3
Dandelion,King,Undirected,3,3
Dandelion,Ori,Undirected,2,3
Ori,Philippa,Undirected,2,3
Rience,Philippa,Undirected,6,3
Philippa,Dandelion,Undirected,8,3
Dandelion,Philippa,Undirected,15,3
Philippa,Ori,Undirected,1,3
Philippa,Rience,Undirected,7,3
Ori,Rience,Undirected,3,3
Philippa,Geralt,Undirected,9,3
Geralt,Philippa,Undirected,10,3
Rience,King,Undirected,1,3
King,Philippa,Undirected,1,3
Philippa,Yennefer,Undirected,1,3
Yennefer,Philippa,Undirected,6,3
Ori,Dandelion,Undirected,2,3
Geralt,Shani,Undirected,7,3
Shani,Geralt,Undirected,4,3
Yennefer,Shani,Undirected,1,3
Shani,Philippa,Undirected,3,3
King,Foltest,Undirected,1,3
Foltest,Meve,Undirected,1,3
Meve,Henselt,Undirected,4,3
Henselt,Ethain,Undirected,1,3
Henselt,Crach,Undirected,1,3
Ethain,Crach,Undirected,1,3
Ethain,Henselt,Undirected,1,3
Crach,Henselt,Undirected,1,3
Crach,Emhyr,Undirected,1,3
Henselt,Emhyr,Undirected,1,3
Henselt,Foltest,Undirected,1,3
Ithlinne,Emhyr,Undirected,2,3
Emhyr,Foltest,Undirected,1,3
Henselt,Meve,Undirected,2,3
Calanthe,Crach,Undirected,3,3
Crach,Foltest,Undirected,1,3
Foltest,Henselt,Undirected,1,3
Vilgefortz,Emhyr,Undirected,1,3
Vilgefortz,Vissegerd,Undirected,1,3
Emhyr,Vissegerd,Undirected,1,3
Vissegerd,Foltest,Undirected,3,3
Vissegerd,Calanthe,Undirected,3,3
Foltest,Vissegerd,Undirected,4,3
Foltest,Calanthe,Undirected,2,3
Calanthe,Foltest,Undirected,3,3
Calanthe,Vissegerd,Undirected,1,3
Calanthe,Meve,Undirected,2,3
Vissegerd,Meve,Undirected,2,3
Ekkehard,Venzlav,Undirected,1,3
Venzlav,Foltest,Undirected,1,3
King,Meve,Undirected,2,3
King,Calanthe,Undirected,1,3
Meve,Calanthe,Undirected,1,3
Meve,Pavetta,Undirected,1,3
Meve,Foltest,Undirected,1,3
Calanthe,Pavetta,Undirected,1,3
Pavetta,Foltest,Undirected,2,3
Foltest,Rience,Undirected,1,3
Vissegerd,Rience,Undirected,1,3
Rience,Calanthe,Undirected,1,3
Rience,Foltest,Undirected,1,3
Calanthe,Emhyr,Undirected,2,3
Henselt,Vissegerd,Undirected,1,3
Meve,Vissegerd,Undirected,1,3
Foltest,Emhyr,Undirected,1,3
Vissegerd,Emhyr,Undirected,1,3
Emhyr,Meve,Undirected,1,3
Rience,Windhalm,Undirected,1,3
Philippa,Shani,Undirected,1,3
Nenneke,Yennefer,Undirected,13,3
Two,Rience,Undirected,1,3
Shani,Little,Undirected,1,3
Shani,Rience,Undirected,1,3
Little,Rience,Undirected,2,3
Artaud,Tissaia,Undirected,5,3
Artaud,Vilgefortz,Undirected,4,3
Tissaia,Vilgefortz,Undirected,7,3
Vilgefortz,Tissaia,Undirected,6,3
Tissaia,Lydia,Undirected,7,3
Lydia,Tissaia,Undirected,6,3
Lydia,Artaud,Undirected,4,3
Tissaia,Artaud,Undirected,3,3
Tissaia,Two,Undirected,1,3
Artaud,Lydia,Undirected,5,3
Artaud,Two,Undirected,1,3
Lydia,Two,Undirected,1,3
Two,Lydia,Undirected,2,3
Two,Tissaia,Undirected,1,3
Two,Artaud,Undirected,1,3
Vilgefortz,Lydia,Undirected,4,3
Lydia,Vilgefortz,Undirected,4,3
Vilgefortz,Artaud,Undirected,3,3
Aen,Tissaia,Undirected,1,3
Aen,Vilgefortz,Undirected,1,3
Aen,Yennefer,Undirected,1,3
Tissaia,Yennefer,Undirected,3,3
Vilgefortz,Yennefer,Undirected,2,3
Yennefer,Vilgefortz,Undirected,1,3
Yennefer,Lydia,Undirected,1,3
Yennefer,Artaud,Undirected,1,3
Tissaia,Geralt,Undirected,1,3
Rience,Sword,Undirected,1,3
Sword,Geralt,Undirected,1,3
Triss,Philippa,Undirected,4,3
Philippa,Ciri,Undirected,4,3
Ciri,Shani,Undirected,2,3
Tissaia,Iola,Undirected,1,3
Iola,Ciri,Undirected,8,3
Iola,Yennefer,Undirected,3,3
Yennefer,Iola,Undirected,1,3
Jarre,Ciri,Undirected,16,3
Ciri,Jarre,Undirected,8,3
Jarre,Yennefer,Undirected,7,3
Jarre,Nenneke,Undirected,1,3
Yennefer,Nenneke,Undirected,12,3
Yennefer,Jarre,Undirected,7,3
Jarre,Forest,Undirected,1,3
Jarre,King,Undirected,1,3
Jarre,Geralt,Undirected,1,3
Iola,Nenneke,Undirected,2,3
Ciri,Jan,Undirected,1,3
Dandelion,Essi,Undirected,1,3
Dandelion,Blue,Undirected,1,3
Essi,Blue,Undirected,1,3
Essi,Yennefer,Undirected,1,3
Blue,Yennefer,Undirected,1,3
Blue,Ciri,Undirected,1,3
Geralt,Forest,Undirected,2,3
Forest,Ciri,Undirected,1,3
Crach,Calanthe,Undirected,5,3
Crach,Ciri,Undirected,2,3
Calanthe,Eist,Undirected,1,3
Ciri,Eist,Undirected,1,3
Ciri,Crach,Undirected,2,3
Eist,Crach,Undirected,2,3
Pavetta,Ciri,Undirected,2,3
Yennefer,Ithlinne,Undirected,1,3
Yennefer,Sword,Undirected,1,3
Nenneke,Ithlinne,Undirected,1,3
Nenneke,Sword,Undirected,1,3
Ithlinne,Sword,Undirected,1,3
Ithlinne,Yennefer,Undirected,1,3
Ithlinne,Ciri,Undirected,1,3
Sword,Yennefer,Undirected,1,3
Sword,Ciri,Undirected,1,3
Aplegatt,King,Undirected,1,4
King,Aplegatt,Undirected,2,4
Aplegatt,Meve,Undirected,1,4
Aplegatt,Demavend,Undirected,2,4
